stamp_sec,topic,type,value
1773930255.5999868,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,37
1773930255.60019,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,30339
1773930255.6003203,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,227.1937255859375
1773930256.4613566,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,43
1773930256.4616435,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,43427
1773930256.461807,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,326.9019470214844
1773930256.8517041,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,39
1773930256.8518453,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,43418
1773930256.8519328,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,311.40765380859375
1773930257.271997,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,44
1773930257.2721846,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,43281
1773930257.2724347,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,319.4986572265625
1773930257.663798,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,44
1773930257.663943,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,43394
1773930257.664046,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,320.6982727050781
1773930258.040053,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,40
1773930258.0402224,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,43514
1773930258.0403311,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,304.45440673828125
1773930258.4450412,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,40
1773930258.445208,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,43365
1773930258.4453158,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,308.08709716796875
1773930260.0580995,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,67
1773930260.0583162,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,56580
1773930260.0584648,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,413.3959655761719
1773930260.5666652,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,68
1773930260.566832,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,56520
1773930260.5669415,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,407.3750915527344
1773930261.567057,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,65
1773930261.5672503,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,56429
1773930261.5674098,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,416.8958740234375
1773930262.0565357,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,62
1773930262.056718,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,56513
1773930262.0568168,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,406.2891845703125
1773930262.5594957,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,65
1773930262.5597224,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,56542
1773930262.5598345,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,409.54852294921875
1773930263.068958,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,66
1773930263.0691252,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,56396
1773930263.0692308,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,416.5213317871094
1773930263.5617547,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,72
