stamp_sec,topic,type,value
1769765413.740121,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,7
1769765413.7402651,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,18497
1769765413.7403631,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,268.9942321777344
1769765413.9698942,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,3
1769765413.9700592,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765413.9701545,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,73.17169952392578
1769765414.0445337,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,2
1769765414.04463,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.044681,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,65.24504852294922
1769765414.143618,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,3
1769765414.1437905,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.143879,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,62.49367141723633
1769765414.1718957,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,7
1769765414.1720583,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,18681
1769765414.1721702,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,278.24993896484375
1769765414.24024,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,3
1769765414.2403672,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.2404552,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,59.69230270385742
1769765414.3401058,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,3
1769765414.3402355,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.3403254,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,57.887203216552734
1769765414.4366112,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,4
1769765414.4367387,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.4368114,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,57.97128677368164
1769765414.448011,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,7
1769765414.448127,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,18631
1769765414.4481997,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,275.52886962890625
1769765414.5376198,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,4
1769765414.537738,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.5378137,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,58.31978225708008
1769765414.6422713,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,5
1769765414.6423733,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.6424387,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,61.04518508911133
1769765414.7281573,/metrics/pcl/fused/detections_count,std_msgs/msg/Int32,6
1769765414.7282696,/metrics/pcl/fused/points_in,std_msgs/msg/Int32,18720
1769765414.7283416,/metrics/pcl/fused/processing_ms,std_msgs/msg/Float32,279.7042541503906
1769765414.7415626,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,4
1769765414.741659,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.7417457,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,60.333621978759766
1769765414.8558156,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,4
1769765414.8559544,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1769765414.8560483,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,72.40812683105469
1769765414.9498773,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,4
