stamp_sec,topic,type,value
1771415636.3307128,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,31
1771415636.330903,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1771415636.331021,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,88.94646453857422
1771415636.3861127,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,36
1771415636.3862398,/metrics/pcl/front/points_in,std_msgs/msg/Int32,22152
1771415636.3863354,/metrics/pcl/front/processing_ms,std_msgs/msg/Float32,85.99604034423828
1771415636.420572,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,32
1771415636.420675,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,89.19837951660156
1771415636.4210348,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1771415636.525081,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,24
1771415636.5251777,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1771415636.525232,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,80.22378540039062
1771415636.5838008,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,33
1771415636.5839071,/metrics/pcl/front/points_in,std_msgs/msg/Int32,22152
1771415636.583995,/metrics/pcl/front/processing_ms,std_msgs/msg/Float32,80.27906799316406
1771415636.7338037,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,34
1771415636.733914,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1771415636.7339807,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,87.53703308105469
1771415636.7763543,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,33
1771415636.7764628,/metrics/pcl/front/points_in,std_msgs/msg/Int32,22152
1771415636.776524,/metrics/pcl/front/processing_ms,std_msgs/msg/Float32,77.59686279296875
1771415636.9304016,/metrics/pcl/right/detections_count,std_msgs/msg/Int32,30
1771415636.930532,/metrics/pcl/right/points_in,std_msgs/msg/Int32,22152
1771415636.930617,/metrics/pcl/right/processing_ms,std_msgs/msg/Float32,83.42227172851562
1771415636.9772305,/metrics/pcl/front/detections_count,std_msgs/msg/Int32,31
1771415636.977367,/metrics/pcl/front/points_in,std_msgs/msg/Int32,22152
1771415636.9774387,/metrics/pcl/front/processing_ms,std_msgs/msg/Float32,80.49258422851562
